County,Awaiting_testing,Inconclusive,Negative,Positive,Percent_positive,Total_tested,Date,file_name,Awaiting_BPHL_testing,Total,Awaiting_Testing,New_Negatives,New_Cases
Bradford,1,,748,48,6%,796,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,9,1
Bradford,1,,764,48,6%,812,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,16,0
Bradford,1,,788,48,6%,836,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,24,0
Bradford,1,,803,48,6%,851,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,15,0
Bradford,1,,811,48,6%,859,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,8,0
Bradford,1,,834,48,5%,882,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,23,0
Bradford,1,,890,48,5%,938,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,56,0
Bradford,1,,893,48,5%,941,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,3,0
Bradford,1,,923,48,5%,971,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,30,0
Bradford,2,,1016,48,5%,1064,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,93,0
Bradford,2,,1025,48,4%,1073,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,9,0
Bradford,1,,1039,49,5%,1088,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,14,1
Bradford,1,,1056,49,4%,1105,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,17,0
Bradford,1,,1066,49,4%,1115,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,10,0
Bradford,1,1,1102,49,4%,1152,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,36,0
Bradford,1,1,1148,49,4%,1198,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,46,0
Bradford,1,1,1190,49,4%,1240,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,42,0
Bradford,1,1,1314,49,4%,1364,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,124,0
Bradford,1,1,1382,50,3%,1433,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,68,1
Bradford,1,1,1402,50,3%,1453,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,20,0
Bradford,1,1,1421,51,3%,1473,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,19,1
Bradford,1,1,1502,51,3%,1554,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,81,0
Bradford,1,1,1511,51,3%,1563,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,9,0
Bradford,1,1,1519,51,3%,1571,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,8,0
Bradford,1,1,1534,51,3%,1586,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,15,0
Bradford,1,1,1564,51,3%,1616,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,30,0
Bradford,1,1,1574,51,3%,1626,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,10,0
Bradford,1,1,1630,51,3%,1682,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,56,0
Bradford,1,1,1640,51,3%,1692,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,10,0
Brevard,,,5,0,0%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,7,2,,
Brevard,,,37,4,10%,41,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,5,,,32,4
Brevard,,0,62,5,7%,67,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,5,,,25,1
Brevard,,0,82,7,8%,89,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,1,,,20,2
Brevard,,0,115,7,6%,122,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,4,,,33,0
Brevard,,,140,9,6%,149,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,5,,,25,2
Brevard,,0,218,12,5%,230,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,16,,,78,3
Brevard,,0,273,14,5%,287,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,24,,,55,2
Brevard,15,0,354,20,5%,374,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,81,6
Brevard,10,0,409,27,6%,436,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,55,7
Brevard,6,0,483,30,6%,513,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,74,3
Brevard,6,0,517,32,6%,549,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,34,2
Brevard,7,0,574,37,6%,611,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,57,5
Brevard,8,0,623,38,6%,661,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,49,1
Brevard,1,0,714,49,6%,763,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,91,11
Brevard,2,0,848,62,7%,910,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,134,13
Brevard,3,0,1047,72,6%,1119,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,199,10
Brevard,3,0,1204,79,6%,1283,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,157,7
Brevard,3,1,1343,92,6%,1436,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,139,13
Brevard,2,2,1623,98,6%,1723,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,280,6
Brevard,2,7,1966,111,5%,2084,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,343,13
Brevard,2,11,2094,121,5%,2226,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,128,10
Brevard,2,25,2269,123,5%,2417,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,175,2
Brevard,3,49,2341,133,5%,2523,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,72,10
Brevard,3,204,2759,148,5%,3111,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,418,15
Brevard,3,204,2792,156,5%,3152,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,33,8
Brevard,2,391,3026,164,5%,3581,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,234,8
Brevard,2,3,3853,187,5%,4043,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,827,23
Brevard,2,3,4741,202,4%,4946,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,888,15
Brevard,2,3,4915,209,4%,5127,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,174,7
Brevard,2,4,5453,215,4%,5672,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,538,6
Brevard,2,3,5807,216,4%,6026,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,354,1
Brevard,2,3,5858,223,4%,6084,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,51,7
Brevard,2,3,6045,226,4%,6274,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,187,3
Brevard,2,3,6063,226,4%,6292,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,18,0
Brevard,2,3,6565,245,4%,6813,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,502,19
Brevard,2,2,6904,250,3%,7156,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,339,5
Brevard,2,2,7182,252,3%,7436,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,278,2
Brevard,1,2,7897,266,3%,8165,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,715,14
Brevard,1,2,7926,268,3%,8196,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,29,2
Brevard,1,2,7996,270,3%,8268,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,70,2
Brevard,1,2,8082,285,3%,8369,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,86,15
Brevard,1,2,8694,289,3%,8985,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,612,4
Brevard,1,2,8811,297,3%,9110,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,117,8
Brevard,1,2,8970,308,3%,9280,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,159,11
Brevard,1,3,10785,319,3%,11107,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,1815,11
Brevard,1,3,10828,320,3%,11151,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,43,1
Brevard,1,3,10876,325,3%,11204,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,48,5
Brevard,1,3,11364,326,3%,11693,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,488,1
Brevard,1,3,11631,328,3%,11962,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,267,2
Brevard,1,3,11709,328,3%,12040,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,78,0
Brevard,1,3,11801,330,3%,12134,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,92,2
Brevard,1,3,12887,346,3%,13236,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,1086,16
Brevard,1,3,12922,344,3%,13269,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,35,-2
Brevard,1,3,13202,348,3%,13553,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,280,4
Brevard,2,4,13470,356,3%,13830,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,268,8
Brevard,1,4,13592,359,3%,13955,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,122,3
Brevard,1,8,13885,365,3%,14258,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,293,6
Brevard,1,8,14813,367,2%,15188,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,928,2
Brevard,1,8,15525,371,2%,15904,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,712,4
Brevard,1,8,17133,372,2%,17513,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,1608,1
Brevard,1,8,18222,380,2%,18610,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,1089,8
Brevard,1,8,18699,389,2%,19096,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,477,9
Brevard,1,8,19178,394,2%,19580,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,479,5
Brevard,1,8,20010,398,2%,20416,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,832,4
Brevard,1,8,20447,399,2%,20854,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,437,1
Brevard,1,8,20758,399,2%,21165,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,311,0
Brevard,1,8,21193,401,2%,21602,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,435,2
Brevard,1,2,21869,409,2%,22280,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,676,8
Brevard,1,2,22080,420,2%,22502,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,211,11
Brevard,1,2,22657,422,2%,23081,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,577,2
Brevard,1,2,22981,424,2%,23407,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,324,2
Broward,,,153,47,11%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,426,226,,
Broward,,,1036,128,11%,1164,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,266,,,883,81
Broward,,0,1313,164,11%,1477,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,262,,,277,36
Broward,,0,1664,217,12%,1881,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,207,,,351,53
Broward,,0,1909,263,12%,2172,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,207,,,245,46
Broward,,,2147,312,13%,2459,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,208,,,238,49
Broward,,0,3560,412,10%,3972,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,242,,,1413,100
Broward,,0,4419,505,10%,4924,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,330,,,859,93
Broward,229,0,5463,631,10%,6094,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,1044,126
Broward,151,1,7054,820,10%,7875,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,1591,189
Broward,118,1,8836,1012,10%,9849,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,1782,192
Broward,101,2,9836,1137,10%,10975,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,1000,125
Broward,102,2,10508,1219,10%,11729,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,672,82
Broward,100,2,10701,1232,10%,11935,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,193,13
Broward,73,6,11636,1481,11%,13123,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,935,249
Broward,73,7,13039,1598,11%,14644,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,1403,117
Broward,80,9,14348,1765,11%,16122,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,1309,167
Broward,67,9,15139,1886,11%,17034,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,791,121
Broward,62,12,16211,2075,11%,18298,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,1072,189
Broward,63,12,17220,2230,11%,19462,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,1009,155
Broward,62,17,18668,2480,12%,21165,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,1448,250
Broward,66,23,19612,2679,12%,22314,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,944,199
Broward,71,24,20703,2844,12%,23571,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,1091,165
Broward,64,29,21413,2945,12%,24387,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,710,101
Broward,58,32,23055,3177,12%,26264,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,1642,232
Broward,58,33,23687,3243,12%,26963,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,632,66
Broward,57,34,24465,3334,12%,27833,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,778,91
Broward,61,19,25187,3459,12%,28665,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,722,125
Broward,66,33,27558,3660,12%,31251,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,2371,201
Broward,59,34,28258,3833,12%,32125,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,700,173
Broward,56,38,29367,3960,12%,33365,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,1109,127
Broward,55,40,30521,4038,12%,34599,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,1154,78
Broward,57,38,31583,4149,12%,35770,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,1062,111
Broward,49,35,32621,4254,12%,36910,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,1038,105
Broward,47,34,33101,4315,12%,37450,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,480,61
Broward,47,36,35790,4570,11%,40396,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,2689,255
Broward,40,34,37454,4659,11%,42147,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,1664,89
Broward,36,33,38312,4729,11%,43074,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,858,70
Broward,32,30,39175,4794,11%,43999,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,863,65
Broward,29,30,39826,4847,11%,44703,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,651,53
Broward,32,30,40337,4898,11%,45265,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,511,51
Broward,31,30,40972,4953,11%,45955,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,635,55
Broward,32,35,44306,5144,10%,49485,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,3334,191
Broward,30,35,45788,5257,10%,51080,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,1482,113
Broward,34,35,46697,5312,10%,52044,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,909,55
Broward,48,37,49395,5492,10%,54924,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,2698,180
Broward,34,38,50653,5553,10%,56244,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,1258,61
Broward,23,42,52101,5677,10%,57820,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,1448,124
Broward,23,61,56793,5688,9%,62542,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,4692,11
Broward,23,60,58085,5780,9%,63925,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,1292,92
Broward,23,58,58541,5858,9%,64457,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,456,78
Broward,21,58,60283,5882,9%,66223,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,1742,24
Broward,22,60,62101,5973,9%,68134,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,1818,91
Broward,21,59,63615,5998,9%,69672,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,1514,25
Broward,22,59,64903,6057,9%,71019,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,1288,59
Broward,21,59,65673,6133,9%,71865,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,770,76
Broward,22,60,66302,6201,9%,72563,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,629,68
Broward,38,125,67382,6243,8%,73750,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,1080,42
Broward,22,125,69638,6322,8%,76085,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,2256,79
Broward,22,128,72637,6369,8%,79134,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,2999,47
Broward,20,128,77301,6407,8%,83836,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,4664,38
Broward,21,148,83279,6580,7%,90007,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,5978,173
Broward,22,145,85276,6649,7%,92070,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,1997,69
Broward,21,145,86062,6697,7%,92904,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,786,48
Broward,22,145,89317,6760,7%,96222,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,3255,63
Broward,21,146,90456,6799,7%,97401,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,1139,39
Broward,27,146,91015,6825,7%,97986,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,559,26
Broward,28,147,92788,6870,7%,99805,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,1773,45
Broward,24,58,96328,6975,7%,103361,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,3540,105
Broward,22,58,96884,7067,7%,104009,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,556,92
Broward,22,58,99515,7123,7%,106696,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,2631,56
Broward,20,58,101852,7196,7%,109106,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,2337,73
Calhoun,,,2,0,0%,2,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,1,,,,
Calhoun,,0,3,0,0%,3,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,1,,,1,0
Calhoun,,0,5,0,0%,5,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,0,,,2,0
Calhoun,,0,5,0,0%,5,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,0,,,0,0
Calhoun,,,6,0,0%,6,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,0,,,1,0
Calhoun,,0,6,0,0%,6,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,0,,,0,0
Calhoun,,0,6,0,0%,6,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,0,,,0,0
Calhoun,0,0,8,0,0%,8,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,2,0
Calhoun,0,0,11,0,0%,11,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,3,0
Calhoun,0,0,11,0,0%,11,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,0,0
Calhoun,0,0,12,0,0%,12,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,1,0
Calhoun,0,0,13,1,7%,14,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,1,1
Calhoun,0,0,14,1,7%,15,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,1,0
Calhoun,0,0,17,1,6%,18,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,3,0
Calhoun,0,0,20,2,9%,22,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,3,1
Calhoun,0,0,26,3,10%,29,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,6,1
Calhoun,0,0,27,3,10%,30,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,1,0
Calhoun,0,0,33,3,8%,36,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,6,0
Calhoun,0,0,37,3,8%,40,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,4,0
Calhoun,0,0,43,4,9%,47,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,6,1
Calhoun,0,0,47,5,10%,52,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,4,1
Calhoun,,,53,5,9%,58,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,6,0
Calhoun,,,53,5,9%,58,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,0,0
Calhoun,,,57,5,8%,62,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,4,0
Calhoun,,,58,5,8%,63,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,1,0
Calhoun,,,58,5,8%,63,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,0,0
Calhoun,,,60,5,8%,65,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,2,0
Calhoun,,,70,5,7%,75,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,10,0
Calhoun,,,72,6,8%,78,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,2,1
Calhoun,,,80,6,7%,86,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,8,0
Calhoun,,,85,6,7%,91,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,5,0
Calhoun,,,87,6,6%,93,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,2,0
Calhoun,,,91,6,6%,97,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,4,0
Calhoun,,,91,6,6%,97,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,0,0
Calhoun,,,95,6,6%,101,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,4,0
Calhoun,,,97,6,6%,103,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,2,0
Calhoun,,,99,6,6%,105,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,2,0
Calhoun,,,102,6,6%,108,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,3,0
Calhoun,,,103,6,6%,109,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,1,0
Calhoun,,,104,8,7%,112,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,1,2
Calhoun,,,106,8,7%,114,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,2,0
Calhoun,1,,119,8,6%,127,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,13,0
Calhoun,1,,126,14,10%,140,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,7,6
Calhoun,1,1,147,15,9%,163,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,21,1
Calhoun,1,1,149,15,9%,165,5/4/2020,Florida COVID-19 Data 05-04-2020.txt,,,,2,0
Calhoun,1,1,151,15,9%,167,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,2,0
Calhoun,1,1,162,19,10%,182,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,11,4
Calhoun,1,1,166,24,13%,191,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,4,5
Calhoun,1,1,168,24,12%,193,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,2,0
Calhoun,,1,182,27,13%,210,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,14,3
Calhoun,,1,200,27,12%,228,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,18,0
Calhoun,,1,277,27,9%,305,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,77,0
Calhoun,,1,304,27,8%,332,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,27,0
Calhoun,,1,302,31,9%,334,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,-2,4
Calhoun,,1,303,33,10%,337,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,1,2
Calhoun,,1,303,38,11%,342,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,0,5
Calhoun,,1,304,38,11%,343,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,1,0
Calhoun,,1,313,40,11%,354,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,9,2
Calhoun,,1,342,41,11%,384,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,29,1
Calhoun,,1,361,40,10%,402,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,19,-1
Calhoun,,1,409,40,9%,450,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,48,0
Calhoun,,2,448,52,10%,502,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,39,12
Calhoun,,2,498,52,9%,552,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,50,0
Calhoun,,2,503,52,9%,557,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,5,0
Calhoun,,2,511,52,9%,565,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,8,0
Calhoun,,2,520,52,9%,574,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,9,0
Calhoun,,2,521,52,9%,575,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,1,0
Calhoun,,2,526,52,9%,580,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,5,0
Calhoun,,2,533,53,9%,588,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,7,1
Calhoun,,2,532,56,9%,590,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,-1,3
Calhoun,,2,568,63,10%,633,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,36,7
Calhoun,,2,571,61,10%,634,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,3,-2
Charlotte,,,4,1,10%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,10,5,,
Charlotte,,,33,2,6%,35,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,0,,,29,1
Charlotte,,0,42,2,5%,44,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,0,,,9,0
Charlotte,,0,48,2,4%,50,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,1,,,6,0
Charlotte,,0,55,3,5%,58,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,2,,,7,1
Charlotte,,,61,3,5%,64,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,2,,,6,0
